Description,Second,Upload,Type,Impression,Reach,Share,Follow,Play,Like,Save,Cleaned_Description,Keyword,Topic,TopicLabel
"#공학설계캠프🛠️ #융합교육

다른 전공 학생들과 협업하여 공학적 문제해결 능력을 향상시키는 KOREATECH 공학설계 캠프가 한기인들의 열정 속에 마무리되었습니다😊

총 7일에 걸쳐 Design Thinking, 변리사 멘토링, 아두이노/3D 모델링 교육에 성실히 임하고, 직접 시작품을 제작하여 최종 발표를 거쳐 3팀이 수상의 영광을 안게되었습니다 🎉

일주일 간 열정을 불태운🔥 한기인 여러분과 캠프를 준비하신 공학교육혁신센터, 다담창의센터 교직원분들 모두 고생하셨습니다🧡

#한국기술교육대학교 #한기대 #KOREATECH #공학설계 #공학교육 #공대생",0.0,08/07/2022 17:08,IG 슬라이드,3797.0,2411.0,9.0,0.0,0.0,112.0,1.0,공학설계캠프 융합교육 전공 학생들과 협업하여 공학적 문제해결 능력을 향상시키는 공학설계 캠프가 한기인들의 열정 속에 마무리되었습니다 총 7일에 걸쳐 변리사 멘토링 아두이노 3 모델링 교육에 성실히 임하고 직접 시작품을 제작하여 최종 발표를 거쳐 3팀이 수상의 영광을 안게되었습니다 일주일 간 열정을 불태운 한기인 여러분과 캠프를 준비하신 공학교육혁신센터 다담창의센터 교직원분들 고생하셨습니다   공학설계 공학교육 공대생,"['공학', '교육', '설계', '캠프', '열정']",3,교육 프로그램 혁신과 학생 참여
"2023학년도 수학능력시험이 100일 앞으로 다가왔어요..!

지금껏 최선을 다해 달려온 수험생 여러분을 한국기술교육대학교가 함께 응원할게요😉

괜찮아, 잘 될 거야~!🎵

#수능 #수능응원 #한국기술교육대학교 #대학교 #챌린지",52.0,08/08/2022 22:08,Instagram 릴스,10262.0,9437.0,25.0,6.0,10518.0,215.0,9.0,2023학년도 수학능력시험이 100일 앞으로 다가왔어요 지금껏 최선을 다해 달려온 수험생 여러분을 가 응원할게요 괜찮아 잘 될 거야 수능 수능응원  대학교 챌린지,"['응원', '수능', '학년', '수학', '능력']",1,만화 및 카툰 시리즈 창작
"#나래에게물어봐 #학생부종합전형⠀
⠀
나래에게 물어봐 part1. 학생부종합전형
⠀
지난 7월 일주일 간 진행된 나래에게 물어봐 이벤트를 통해 한국기술교육대학교에 대한 많은 질문을 남겨주셨는데요😀
⠀
여러분들께서 남겨주신 소중한 질문들 중 입시에 도움이 되는 질문에 대한 정보들을 우선 정리해보았습니다.
(학교 생활에 대한 질문들은 coming soon!)

그럼 한국기술교육대학교 입시와 관련하여 여러분들이 남겨주신 질문에 대한 답변들을 확인하러 가보시죠!☝️☝️

Q: 제가 남긴 질문에 대한 답변을 찾아볼 수가 없어요🤔⠀
A: 걱정하지 마세요! 채택되지 못한 질문들은 나래가 정성을 다해 작성하여 링크트리에 게시할 예정입니다!⠀
⠀
Q:나래에게 물어봐 같은 추가적인 이벤트가 더 있을까요?⠀
A:한국기술교육대학교 공식 SNS 구독자 및 팔로워분들을 위한 많은 이벤트🎊가 준비 중이니 앞으로도 많은 관심 부탁드립니다.
⠀
입시 관련 문의사항은 본 채널 DM이나 채널 프로필에 있는 링크트리에 접속하여 카카오톡 채널을 통해 메시지를 남겨주시거나, 입학홍보팀(041-560-1237/1235)으로 연락주시길 바랍니다🧡
⠀
수시와 정시를 준비 중인 모든 수험생분들 지금까지 잘했고, 잘하고 있고, 잘 될 거예요!

끝까지 힘내시고 한국기술교육대학교가 언제나 여러분의 모든 도전을 응원하겠습니다🤗
⠀
*내일을 향한 기대, 당신을 향한 나래 with KOREATECH*⠀
⠀
#한국기술교육대학교 #koreatech #한기대 #한국기술교육대 #대학 #대학교 #홍보대사 #나래",0.0,08/10/2022 03:08,IG 슬라이드,3147.0,2077.0,9.0,0.0,0.0,50.0,2.0,나래에게물어봐 학생부종합전형 나래에게 물어봐 1 학생부종합전형 지난 7월 일주일 간 진행된 나래에게 물어봐 이벤트를 통해 에 대한 많은 질문을 남겨주셨는데요 여러분들께서 남겨주신 소중한 질문들 중 입시에 도움이 되는 질문에 대한 정보들을 정리해보았습니다 학교 생활에 대한 질문들은  입시와 관련하여 여러분들이 남겨주신 질문에 대한 답변들을 확인하러 가보시죠 제가 남긴 질문에 대한 답변을 찾아볼 수가 없어요 걱정하지 마세요 채택되지 못한 질문들은 나래가 정성을 다해 작성하여 링크트리에 게시할 예정입니다 나래에게 물어봐 같은 추가적인 이벤트가 더 있을까요  공식 구독자 팔로워분들을 위한 많은 이벤트 준비 중이니 앞으로도 많은 관심 부탁드립니다 입시 관련 문의사항은 본 채널 이나 채널 프로필에 있는 링크트리에 접속하여 카카오톡 채널을 통해 메시지를 남겨주시거나 입학홍보팀 041 560 1237 1235 연락주시길 바랍니다 수시와 정시를 준비 중인 모든 수험생분들 지금까지 잘했고 잘하고 있고 잘 될 거예요 끝까지 힘내시고 가 언제나 여러분의 모든 도전을 응원하겠습니다 내일을 향한 기대 당신을 향한 나래   한국기술교육대 대학 대학교 홍보대사 나래,"['나래', '질문', '대한', '이벤트', '여러분']",2,학생 참여 및 동아리 활동
"#나래에게물어봐 #논술전형 #논술

나래에게 물어봐 part2. 논술전형

지난 7월 일주일 간 진행된 나래에게 물어봐 이벤트를 통해 한국기술교육대학교에 대한 많은 질문을 남겨주셨는데요😀
여러분들께서 남겨주신 소중한 질문들 중 입시에 도움이 되는 질문에 대한 정보들을 우선 정리해보았습니다.

그럼 한국기술교육대학교 입시와 관련하여 여러분들이 남겨주신 질문에 대한 답변들! 확인하러 가보시죠! 고고☝️☝️

🔔 공지
문의사항이 있으시다면 한국기술교육대학교 공식 인스타그램 DM이나 링크트리에 접속하여 카카오톡 채널을 통해 메시지를 남겨주시거나 ⠀
📞입학홍보팀(041-560-1237/1235)으로 연락주시길 바랍니다.
✴️ 링크트리 주소 : https://linktr.ee/Koreatech__Since1991

수시와 정시를 준비 중인 모든 수험생분들 지금까지 잘했고, 잘하고 있고, 잘 될 거예요!
끝까지 힘내시고 한국기술교육대학교가 언제나 여러분을 응원합니다.🤗

*내일을 향한 기대, 당신을 향한 나래 with KOREATECH*

#한국기술교육대학교 #koreatech #한기대 #한국기술교육대 #대학 #대학교 #홍보대사 #나래",0.0,08/10/2022 21:08,IG 슬라이드,3032.0,1964.0,5.0,0.0,0.0,51.0,6.0,나래에게물어봐 논술전형 논술 나래에게 물어봐 2 논술전형 지난 7월 일주일 간 진행된 나래에게 물어봐 이벤트를 통해 에 대한 많은 질문을 남겨주셨는데요 여러분들께서 남겨주신 소중한 질문들 중 입시에 도움이 되는 질문에 대한 정보들을 정리해보았습니다  입시와 관련하여 여러분들이 남겨주신 질문에 대한 답변들 확인하러 가보시죠 고고 공지 문의사항이 있으시다면  공식 인스타그램 이나 링크트리에 접속하여 카카오톡 채널을 통해 메시지를 남겨주시거나 입학홍보팀 041 560 1237 1235 연락주시길 바랍니다 링크트리 주소 1991 수시와 정시를 준비 중인 모든 수험생분들 지금까지 잘했고 잘하고 있고 잘 될 거예요 끝까지 힘내시고 가 언제나 여러분을 응원합니다 내일을 향한 기대 당신을 향한 나래   한국기술교육대 대학 대학교 홍보대사 나래,"['나래', '질문', '논술', '대한', '여러분']",2,학생 참여 및 동아리 활동
"#나래에게물어봐 #학생부교과전형 #교과

나래에게 물어봐 part3. 교과전형 및 기타

지난 7월 일주일 간 진행된 나래에게 물어봐 이벤트를 통해 한국기술교육대학교에 대한 많은 질문을 남겨주셨는데요😀
여러분들께서 남겨주신 소중한 질문들 중 입시에 도움이 되는 질문에 대한 정보들을 우선 정리해보았습니다.

그럼 한국기술교육대학교 입시와 관련하여 여러분들이 남겨주신 질문에 대한 답변들! 확인하러 가보시죠! 고고☝️☝️

🔔 공지
문의사항이 있으시다면 한국기술교육대학교 공식 인스타그램 DM이나 링크트리에 접속하여 카카오톡 채널을 통해 메시지를 남겨주시거나 ⠀
📞입학홍보팀(041-560-1237/1235)으로 연락주시길 바랍니다.
✴️ 링크트리 주소 : https://linktr.ee/Koreatech__Since1991

수시와 정시를 준비 중인 모든 수험생분들 지금까지 잘했고, 잘하고 있고, 잘 될 거예요!
끝까지 힘내시고 한국기술교육대학교가 언제나 여러분을 응원합니다.🤗

*내일을 향한 기대, 당신을 향한 나래 with KOREATECH*

#한국기술교육대학교 #koreatech #한기대 #한국기술교육대 #대학 #대학교 #홍보대사 #나래",0.0,08/11/2022 01:08,IG 슬라이드,3244.0,1953.0,3.0,4.0,0.0,46.0,1.0,나래에게물어봐 학생부교과전형 교과 나래에게 물어봐 3 교과전형 지난 7월 일주일 간 진행된 나래에게 물어봐 이벤트를 통해 에 대한 많은 질문을 남겨주셨는데요 여러분들께서 남겨주신 소중한 질문들 중 입시에 도움이 되는 질문에 대한 정보들을 정리해보았습니다  입시와 관련하여 여러분들이 남겨주신 질문에 대한 답변들 확인하러 가보시죠 고고 공지 문의사항이 있으시다면  공식 인스타그램 이나 링크트리에 접속하여 카카오톡 채널을 통해 메시지를 남겨주시거나 입학홍보팀 041 560 1237 1235 연락주시길 바랍니다 링크트리 주소 1991 수시와 정시를 준비 중인 모든 수험생분들 지금까지 잘했고 잘하고 있고 잘 될 거예요 끝까지 힘내시고 가 언제나 여러분을 응원합니다 내일을 향한 기대 당신을 향한 나래   한국기술교육대 대학 대학교 홍보대사 나래,"['나래', '질문', '대한', '여러분', '전형']",2,학생 참여 및 동아리 활동
"#아우누리EXPRESS #qrcodes

아우누리 공지사항을 한 눈에👀 보자, 아우누리 EXPRESS!
이미지 우측 상단 QR코드 인식하고 주요 공지사항을 바로 확인하세요💨

8월 둘째 주 열차, 지금 출발합니다 🚅

📌 다산정보관 대청소로 인한 휴관 안내(8.12금 16시~8.16화 12시)

📌 MSC 또래튜터링 모집 안내(튜터~8.21일, 튜티~8.28일까지)

📌 2022 창업 네트워킹 데이(9.14수)

📌공무원 자격 시험준비반 설명회 자료 안내(산경 홈페이지 공지사항 확인)

📌 [외부] DSC 지역인재 융합동아리 모집(~8.18목까지)

📌 [외부] 2022년 대한민국 인재상 신청 접수 안내(~8.24수까지)

더 많은 소식은 슬라이드에서 확인하세요😉

#한국기술교육대학교 #한기대 #KOREATECH #도서관 #튜터링 #MSC #창업 #네트워킹 #공무원 #자격시험 #지역인재 #융합동아리 #대한민국인재상",0.0,08/11/2022 21:08,IG 슬라이드,3636.0,2441.0,3.0,0.0,0.0,56.0,5.0,아우누리 아우누리 공지사항을 한 눈에 보자 아우누리 이미지 우측 상단 코드 인식하고 주요 공지사항을 확인하세요 8월 둘째 주 열차 지금 출발합니다 다산정보관 대청소로 인한 휴관 안내 8 12금 16시 8 16화 12시 또래튜터링 모집 안내 튜터 8 21일 튜티 8 28일까지 2022 창업 네트워킹 데이 9 14수 공무원 자격 시험준비반 설명회 자료 안내 산경 홈페이지 공지사항 확인 외부 지역인재 융합동아리 모집 8 18목까지 외부 2022년 대한민국 인재상 신청 접수 안내 8 24수까지 더 많은 소식은 슬라이드에서 확인하세요   도서관 튜터링 창업 네트워킹 공무원 자격시험 지역인재 융합동아리 대한민국인재상,"['안내', '인재', '아우', '누리', '사항']",3,교육 프로그램 혁신과 학생 참여
"한국기술교육대학교 메카트로닉스공학부👩‍🎓👨‍🎓를 소개합니다

#생산시스템전공
#제어시스템전공
#디지털시스템전공 총 3개의 세부전공으로 구성되어

취업률 82.3%를 자랑하는 한기대 메카트로닉스공학부는
예비 한기인 여러분을 기다립니다🧡

학부 상세소개와 한기대 강점, 23학년도 수시모집 일정을 카드뉴스로 만나보세요👉

#한기대 #한국기술교육대 #공대 #메카트로닉스 #반도체 #디지털 #시스템 #제어시스템 #컴퓨터 #학과소개",0.0,08/11/2022 23:08,IG 슬라이드,3958.0,2573.0,5.0,0.0,0.0,75.0,9.0, 메카트로닉스공학부 소개합니다 생산시스템전공 제어시스템전공 디지털시스템전공 총 3개의 세부전공으로 구성되어 취업률 82 3 자랑하는  메카트로닉스공학부는 예비 한기인 여러분을 기다립니다 학부 상세소개와  강점 23학년도 수시모집 일정을 카드뉴스로 만나보세요  한국기술교육대 공대 메카트로닉스 반도체 디지털 시스템 제어시스템 컴퓨터 학과소개,"['시스템', '전공', '메카트로닉스', '학부', '소개']",4,학부 및 전공 소개와 커뮤니티 활동
"#한기대 #동아리 백과사전 제 1탄🧐

대학생활하면 동아리...동아리 하면 화려한 조명이 나를 비추는 공연 동아리지💃🕺

📯 K-orchestra ㅣ 오케스트라 동아리 @koreatech_orchestra 
🎸 ZEST ㅣ 밴드 및 보컬 동아리 @zest_koreatech 
🤡 극예술연구회ㅣ 연극, 연기 동아리
🪕 비상ㅣ통기타 동아리
👯 빠샤ㅣ춤&랩 동아리 @officialbasia_1995
🧑‍🎤 소울메이트 ㅣ 보컬 동아리
💣 프론티어 레코즈ㅣ흑인 음악 동아리 @frontier_we_the_music
📢 한소리ㅣ풍물패 동아리 @voice_of_hansori

(긴급속보) 9월 1일(목) 담헌홀에서 '동아리의 밤🌠' 개최 예정! 자세한 내용은 총동아리연합회에서 곧 알려준다고😉 @koreatechclub_blue

📷촬영 및 사진제공: 기계공학부 17학번 안제모

#한국기술교육대학교 #한기대 #KOREATECH #동아리 #K오케스트라 #ZEST #극예술연구회 #비상 #빠샤 #소울메이트 #프론티어레코즈 #한소리 #🤟",0.0,08/12/2022 01:08,IG 슬라이드,4415.0,2917.0,12.0,3.0,0.0,117.0,4.0, 동아리 백과사전 1탄 대학생활하면 동아리 동아리 하면 화려한 조명이 나를 비추는 공연 동아리지 오케스트라 동아리 밴드 보컬 동아리 극예술연구회 연극 연기 동아리 비상 통기타 동아리 빠샤 춤 랩 동아리 1995 소울메이트 보컬 동아리 프론티어 레코즈 흑인 음악 동아리 한소리 풍물패 동아리 긴급속보 9월 1일 목 담헌홀에서 동아리의 밤 개최 예정 자세한 내용은 총동아리연합회에서 알려준다고 촬영 사진제공 기계공학부 17학번 안제모   동아리 오케스트라 극예술연구회 비상 빠샤 소울메이트 프론티어레코즈 한소리,"['동아리', '회', '오케스트라', '보컬', '예술']",4,학부 및 전공 소개와 커뮤니티 활동
"한국기술교육대학교 전기전자통신공학부👩‍🎓👨‍🎓를 소개합니다

#전기공학전공
#전자공학전공
#정보통신공학전공 총 3개의 세부전공으로 구성되어

취업률 75.7%를 자랑하는 한기대 전기전자통신공학부는
예비 한기인 여러분을 기다립니다🧡

학부 상세소개와 한기대 강점, 23학년도 수시모집 일정을 카드뉴스로 만나보세요👉

#한기대 #한국기술교육대 #공대 #전기전자 #전기 #전자 #전기전자통신공학부 #반도체 #전기기사 #학과소개",0.0,08/16/2022 01:08,IG 슬라이드,4345.0,2933.0,7.0,2.0,0.0,85.0,9.0, 전기전자통신공학부 소개합니다 전기공학전공 전자공학전공 정보통신공학전공 총 3개의 세부전공으로 구성되어 취업률 75 7 자랑하는  전기전자통신공학부는 예비 한기인 여러분을 기다립니다 학부 상세소개와  강점 23학년도 수시모집 일정을 카드뉴스로 만나보세요  한국기술교육대 공대 전기전자 전기 전기전자통신공학부 반도체 전기기사 학과소개,"['학부', '전공', '전자통신', '소개', '전기']",4,학부 및 전공 소개와 커뮤니티 활동
"한국기술교육대학교 컴퓨터공학부👩‍🎓👨‍🎓를 소개합니다

#스마트IoT트랙
#소프트웨어트랙
#AI트랙 총 3개의 세부전공으로 구성되어

취업률 77.1%를 자랑하는 한기대 컴퓨터공학부는
예비 한기인 여러분을 기다립니다🧡

학부 상세소개와 한기대 강점, 23학년도 수시모집 일정을 카드뉴스로 만나보세요👉

#한기대 #한국기술교육대 #공대 #컴퓨터공학부 #컴공과 #컴퓨터 #소프트웨어 #인공지능 #AI #프로그래머 #네트워크 #리눅스 #학과소개",0.0,08/17/2022 18:08,IG 슬라이드,3215.0,2172.0,0.0,0.0,0.0,61.0,9.0, 컴퓨터공학부 소개합니다 스마트 트랙 소프트웨어트랙 트랙 총 3개의 세부전공으로 구성되어 취업률 77 1 자랑하는  컴퓨터공학부는 예비 한기인 여러분을 기다립니다 학부 상세소개와  강점 23학년도 수시모집 일정을 카드뉴스로 만나보세요  한국기술교육대 공대 컴퓨터공학부 컴공과 컴퓨터 소프트웨어 인공지능 프로그래머 네트워크 리눅스 학과소개,"['컴퓨터공학', '소개', '트랙', '부', '소프트웨어']",4,학부 및 전공 소개와 커뮤니티 활동
"#반도체공정실습 #클린룸

우리 대학 캠퍼스에 반도체공정실습이 가능한 클린룸(Clean Room)이 있다는 사실, 알고 계셨나요?

클린룸이란?🧐 반도체소자나 직접회로 등 정밀전자부품을 제조하기 위해 미세먼지를 제거한 청정실로 온도, 습도, 압력 등 환경적 요소를 고려하여 설계된 공간❕

공학교육센터(공쎈)와 반도체장비기술교육센터(SETEC)에서 진행한 하계 반도체 공정 및 장비과정에서 재학생들이 클린룸의 설비를 활용해 막형성, 포토에치, 불순물주입 등의 반도체 공정과정을 실습했습니다🤓

하반기에도 반도체공정실습과 반도체관련 산업체 취업을 준비하는 한기인들을 위한 취업아카데미 프로그램이 준비중이라고 하는데요...!👩‍💻👨‍💻

이 정도면 한기대 클라쓰...인정?🙄

#한국기술교육대학교 #한기대 #KOREATECH #반도체 #반도체교육 #반도체공정실습 #실습중심교육 #클린룸 #능력개발교육원",0.0,08/17/2022 18:08,IG 슬라이드,3542.0,2538.0,1.0,0.0,0.0,92.0,2.0,반도체공정실습 클린룸 대학 캠퍼스에 반도체공정실습이 가능한 클린룸 있다는 사실 알고 계셨나요 클린룸이란 반도체소자나 직접회로 정밀전자부품을 제조하기 위해 미세먼지를 제거한 청정실로 온도 습도 압력 환경적 요소를 고려하여 설계된 공간 공학교육센터 공쎈 반도체장비기술교육센터 진행한 하계 반도체 공정 장비과정에서 재학생들이 클린룸의 설비를 활용해 막형성 포토에치 불순물주입 등의 반도체 공정과정을 실습했습니다 하반기에도 반도체공정실습과 반도체관련 산업체 취업을 준비하는 한기인들을 위한 취업아카데미 프로그램이 준비중이라고 하는데요 정도면  클라쓰 인정   반도체 반도체교육 반도체공정실습 실습중심교육 클린룸 능력개발교육원,"['반도체', '실습', '공정', '클린룸', '교육']",2,학생 참여 및 동아리 활동
"#나래에게물어봐 #이벤트

<나래에게 물어봐 ep.1>

안녕하세요~🤗 한국기술교육대학교 재학생 홍보대사 나래 14기입니다!

지난 7월 15일부터 22일까지 8일간 ‘나래에게 물어봐’ 이벤트가 진행되었습니다🎉많은 참여와 관심 감사드립니다.

이벤트 기간동안 학교생활, 전공, 연애 등 200개가 넘는 질문들을 남겨주셨는데요, 
여러분이 남겨주신 질문들 중 '학교생활'에 대한 답변들을 나래 대사들이 직접 인터뷰해 20문 20답으로 만들어 보았습니다 :)

전체 영상은 한국기술교육대학교 유튜브에서 확인하실 수 있습니다👉 프로필 링크트리로 고고!

* ‘나래에게 물어봐 : 한기대 20문 20답 Part.2’는 내일 업로드 되니 많은 기대 바랍니다. 😉

** 답변이 이루어지지 못한 질문들도 홍보대사 나래가 모두 직접 답변하여 내일 링크트리에 게시할 예정이니 많은 관심 부탁드립니다!🤗

*내일을 향한 기대, 당신을 향한 나래 with KOREATECH*",0.0,08/18/2022 02:08,IG 슬라이드,3660.0,2434.0,10.0,0.0,0.0,90.0,1.0,나래에게물어봐 이벤트 나래에게 물어봐 1 안녕하세요  재학생 홍보대사 나래 14기입니다 지난 7월 15일부터 22일까지 8일간 나래에게 물어봐 이벤트가 진행되었습니다 많은 참여와 관심 감사드립니다 이벤트 기간동안 학교생활 전공 연애 200개가 넘는 질문들을 남겨주셨는데요 여러분이 남겨주신 질문들 중 학교생활 대한 답변들을 나래 대사들이 직접 인터뷰해 20문 20답으로 만들어 보았습니다 전체 영상은  유튜브에서 확인하실 수 있습니다 프로필 링크트리로 고고 나래에게 물어봐  20문 20답 2 내일 업로드 되니 많은 기대 바랍니다 답변이 이루어지지 못한 질문들도 홍보대사 나래가 직접 답변하여 내일 링크트리에 게시할 예정이니 많은 관심 부탁드립니다 내일을 향한 기대 당신을 향한 나래,"['나래', '이벤트', '대사', '질문', '답변']",2,학생 참여 및 동아리 활동
"한국기술교육대학교 디자인ㆍ건축공학부👩‍🎓👨‍🎓를 소개합니다

#디자인공학전공
#건축공학전공 총 2개의 전공으로 구성되어 있어

취업률 64.4%를 자랑하는 한기대 디자인ㆍ건축공학부는
예비 한기인 여러분을 기다립니다🧡

학부 상세소개와 한기대 강점, 23학년도 수시모집 일정을 카드뉴스로 만나보세요👉

#한기대 #한국기술교육대 #디자인 #디자이너 #산업디자인 #시각디자인 #웹디자이너 #건축기사 #토목기사 #건축 #실내건축 #인테리어디자이너 #학과소개",0.0,08/18/2022 21:08,IG 슬라이드,4792.0,3201.0,0.0,2.0,0.0,71.0,13.0, 디자인 건축공학부 소개합니다 디자인공학전공 건축공학전공 총 2개의 전공으로 구성되어 있어 취업률 64 4 자랑하는  디자인 건축공학부는 예비 한기인 여러분을 기다립니다 학부 상세소개와  강점 23학년도 수시모집 일정을 카드뉴스로 만나보세요  한국기술교육대 디자인 디자이너 산업디자인 시각디자인 웹디자이너 건축기사 토목기사 건축 실내건축 인테리어디자이너 학과소개,"['건축', '디자인', '학부', '소개', '전공']",4,학부 및 전공 소개와 커뮤니티 활동
"#나래에게물어봐 #이벤트

<나래에게 물어봐 ep.2>

안녕하세요~🤗 한국기술교육대학교 재학생 홍보대사 나래 14기입니다!

지난 7월 15일부터 22일까지 8일간 ‘나래에게 물어봐’ 이벤트가 진행되었습니다🎉많은 참여와 관심 감사드립니다.

이벤트 기간동안 학교생활, 전공, 연애 등 200개가 넘는 질문들을 남겨주셨는데요,
여러분이 남겨주신 질문들 중 '학교생활'에 대한 답변들을 나래 대사들이 직접 인터뷰해 20문 20답으로 만들어 보았습니다 :)

전체 영상은 한국기술교육대학교 유튜브에서 확인하실 수 있습니다👉 프로필 링크트리로 고고!

* 답변이 이루어지지 못한 질문들도 홍보대사 나래가 모두 직접 답변하여 링크트리에 게시하였으니 많은 관심 부탁드립니다!🤗

*내일을 향한 기대, 당신을 향한 나래 with KOREATECH*",0.0,08/19/2022 00:08,IG 슬라이드,3526.0,2276.0,4.0,0.0,0.0,56.0,0.0,나래에게물어봐 이벤트 나래에게 물어봐 2 안녕하세요  재학생 홍보대사 나래 14기입니다 지난 7월 15일부터 22일까지 8일간 나래에게 물어봐 이벤트가 진행되었습니다 많은 참여와 관심 감사드립니다 이벤트 기간동안 학교생활 전공 연애 200개가 넘는 질문들을 남겨주셨는데요 여러분이 남겨주신 질문들 중 학교생활 대한 답변들을 나래 대사들이 직접 인터뷰해 20문 20답으로 만들어 보았습니다 전체 영상은  유튜브에서 확인하실 수 있습니다 프로필 링크트리로 고고 답변이 이루어지지 못한 질문들도 홍보대사 나래가 직접 답변하여 링크트리에 게시하였으니 많은 관심 부탁드립니다 내일을 향한 기대 당신을 향한 나래,"['나래', '이벤트', '대사', '질문', '답변']",2,학생 참여 및 동아리 활동
"#Rainyday☔️ #Campus

초여름에 오지 못한 비들이 8월까지 계속되고 있네요🥲

비오는 캠퍼스 풍경 보면서,
여름방학 마지막 주를 떠나보내는 서운한 마음을 달래보아요🧡

촬영: 재학생 홍보대사 나래 14기 이창엽

#한국기술교육대학교 #한기대 #KOREATECH #비오는풍경 #섭섭하네요",0.0,08/22/2022 22:08,IG 슬라이드,3785.0,2504.0,7.0,0.0,0.0,204.0,6.0,초여름에 오지 못한 비들이 8월까지 계속되고 있네요 비오는 캠퍼스 풍경 보면서 여름방학 마지막 주를 떠나보내는 서운한 마음을 달래보아요 촬영 재학생 홍보대사 나래 14기 이창엽   비오는풍경 섭섭하네요,"['비', '풍경', '초여름', '오지', '못']",1,만화 및 카툰 시리즈 창작
"#아우누리EXPRESS #qrcodes

아우누리 공지사항을 한 눈에👀, 아우누리 EXPRESS!
이미지 우측 상단 QR코드 인식하고 주요 공지사항을 바로 확인하세요💨

8월 넷째 주 열차, 지금 출발합니다 🚅

📌 제4차 IoT설계 캠프 교육(오늘 신청마감!)

📌 다산정보관 EBSCO 학술정보 이용교육(8.25목, 8.26금)

📌 다담창의센터 K-License 교육 프로그램(~8.28일)

📌캡스톤디자인 경진대회, 산학연계 교육과정 영상 콘텐츠 공모전(~8.31수)

📌 STEP 이러닝 콘텐츠 공모전(~9.6화)

📌 한국전자전 참가 전시품 모집(~9.8목)

📌 2023년 1학기 교환학생 파견 프로그램 사전공고

더 많은 소식은 슬라이드에서 확인하세요😉

#한국기술교육대학교 #한기대 #KOREATECH #IoT #EBSCO #PLC #캡스톤디자인 #산학연계 #학습동아리 #STEP #한국전자전 #교환학생",0.0,08/23/2022 19:08,IG 슬라이드,3128.0,1977.0,1.0,0.0,0.0,46.0,1.0,아우누리 아우누리 공지사항을 한 눈에 아우누리 이미지 우측 상단 코드 인식하고 주요 공지사항을 확인하세요 8월 넷째 주 열차 지금 출발합니다 제4차 설계 캠프 교육 오늘 신청마감 다산정보관 학술정보 이용교육 8 25목 8 26금 다담창의센터 교육 프로그램 8 28일 캡스톤디자인 경진대회 산학연계 교육과정 영상 콘텐츠 공모전 8 31수 이러닝 콘텐츠 공모전 9 6화 한국전자전 참가 전시품 모집 9 8목 2023년 1학기 교환학생 파견 프로그램 사전공고 더 많은 소식은 슬라이드에서 확인하세요   캡스톤디자인 산학연계 학습동아리 한국전자전 교환학생,"['아우', '누리', '교육', '사항', '확인']",3,교육 프로그램 혁신과 학생 참여
등록금 0원? 너두?🤷‍♀️ 야나두🤷‍♂️! 코룡이와 알아보는 #한기대 YES or NO #shorts #reels,53.0,08/23/2022 21:08,Instagram 릴스,8404.0,7328.0,16.0,0.0,7871.0,79.0,2.0,등록금 0원 너두 야나두 코룡이와 알아보는 ,"['등록금', '너', '나', '코룡이']",0,창작물 및 학생 참여 이벤트
